"df [mm],""ex1 [mm]"",""ex2 [mm]"",""Phase [deg]"",""XPF1 [mm]"",""XPF2 [mm]"",""YG [mm]"",""Freq [GHz]"",""max(Average_SAR) []"""
2,3.5,3.5,0,9,12,5,6.9,22.9264593205555
2,3.5,3.5,0,9,12,5,7,23.0442594471407
2,3.5,3.5,0,9,12,5,7.1,23.1603033550644
2,3.5,3.5,0,9,12,5,7.2,23.2752814464429
2,3.5,3.5,0,9,12,5,7.3,23.3896823512384
2,3.5,3.5,0,9,12,5,7.4,23.503962752636
2,3.5,3.5,0,9,12,5,7.5,23.618714892435
2,3.5,3.5,0,9,12,5,7.6,23.734536890169
2,3.5,3.5,0,9,12,5,7.7,23.8514728995144
2,3.5,3.5,0,9,12,5,7.8,23.9697957388859
2,3.5,3.5,0,9,12,5,7.9,24.0898727182542
2,3.5,3.5,0,9,12,5,8,24.2118559743237
2,3.5,3.5,0,9,12,5,8.1,24.3359754975811
2,3.5,3.5,0,9,12,5,8.2,24.4621142612101
2,3.5,3.5,0,9,12,5,8.3,24.590472495368
2,3.5,3.5,0,9,12,5,8.4,24.721052710681
2,3.5,3.5,0,9,12,5,8.5,24.8538987438886
2,3.5,3.5,0,9,12,5,8.6,24.9892716227328
2,3.5,3.5,0,9,12,5,8.7,25.1271720968737
2,3.5,3.5,0,9,12,5,8.8,25.2678938583474
2,3.5,3.5,0,9,12,5,8.9,25.4113617529345
2,3.5,3.5,0,9,12,5,9,25.5575926883452
2,3.5,3.5,0,9,12,5,9.1,25.7069769406078
2,3.5,3.5,0,9,12,5,9.2,25.859841772705
2,3.5,3.5,0,9,12,5,9.3,26.0157182049274
2,3.5,3.5,0,9,12,5,9.4,26.1745595057435
2,3.5,3.5,0,9,12,5,9.5,26.3365469585578
2,3.5,3.5,0,9,12,5,9.6,26.5013143727064
2,3.5,3.5,0,9,12,5,9.7,26.668618343518
2,3.5,3.5,0,9,12,5,9.8,26.8384621215686
2,3.5,3.5,0,9,12,5,9.9,27.0103699766037
2,3.5,3.5,0,9,12,5,10,27.1838108663945
2,3.5,3.5,0,9,12,5,10.1,27.3587203362234
2,3.5,3.5,0,9,12,5,10.2,27.5347045486506
2,3.5,3.5,0,9,12,5,10.3,27.7114887529552
2,3.5,3.5,0,9,12,5,10.4,27.8891375238115
2,3.5,3.5,0,9,12,5,10.5,28.0672089334681
2,3.5,3.5,0,9,12,5,10.6,28.2456030851004
-2,3.5,3.5,0,11,8,5,0.6,3.28462381228512
-2,3.5,3.5,0,11,8,5,0.7,3.36048740436279
-2,3.5,3.5,0,11,8,5,0.8,3.53535753881717
-2,3.5,3.5,0,11,8,5,0.9,3.82072667704734
-2,3.5,3.5,0,11,8,5,1,4.27131452088274
-2,3.5,3.5,0,11,8,5,1.1,4.75475573526954
-2,3.5,3.5,0,11,8,5,1.2,5.27536767049837
-2,3.5,3.5,0,11,8,5,1.3,5.85378142564327
-2,3.5,3.5,0,11,8,5,1.4,6.44422095825996
-2,3.5,3.5,0,11,8,5,1.5,7.08796522166849
-2,3.5,3.5,0,11,8,5,1.6,7.74653814819442
-2,3.5,3.5,0,11,8,5,1.7,8.41282590452131
-2,3.5,3.5,0,11,8,5,1.8,9.08975056197079
-2,3.5,3.5,0,11,8,5,1.9,9.74113875916725
-2,3.5,3.5,0,11,8,5,2,10.3965921198238
-2,3.5,3.5,0,11,8,5,2.1,11.0292193330665
-2,3.5,3.5,0,11,8,5,2.2,11.6359170457982
-2,3.5,3.5,0,11,8,5,2.3,12.22406252501
-2,3.5,3.5,0,11,8,5,2.4,12.7804329644223
-2,3.5,3.5,0,11,8,5,2.5,13.316757080698
-2,3.5,3.5,0,11,8,5,2.6,13.8248605619796
-2,3.5,3.5,0,11,8,5,2.7,14.3137973838711
-2,3.5,3.5,0,11,8,5,2.8,14.780490071896
-2,3.5,3.5,0,11,8,5,2.9,15.2296468734345
-2,3.5,3.5,0,11,8,5,3,15.6649767302937
-2,3.5,3.5,0,11,8,5,3.1,16.0848699731487
-2,3.5,3.5,0,11,8,5,3.2,16.4934091272692
-2,3.5,3.5,0,11,8,5,3.3,16.8907659671522
-2,3.5,3.5,0,11,8,5,3.4,17.2767456383753
-2,3.5,3.5,0,11,8,5,3.5,17.6539127513922
-2,3.5,3.5,0,11,8,5,3.6,18.0205809567051
-2,3.5,3.5,0,11,8,5,3.7,18.3792967921504
-2,3.5,3.5,0,11,8,5,3.8,18.729223207808
-2,3.5,3.5,0,11,8,5,3.9,19.0715405902831
-2,3.5,3.5,0,11,8,5,4,19.4073606417019
-2,3.5,3.5,0,11,8,5,4.1,19.7369361783346
-2,3.5,3.5,0,11,8,5,4.2,20.0609120273403
-2,3.5,3.5,0,11,8,5,4.3,20.3793239569743
-2,3.5,3.5,0,11,8,5,4.4,20.692674819342
-2,3.5,3.5,0,11,8,5,4.5,21.000988883308
-2,3.5,3.5,0,11,8,5,4.6,21.3046137624209
-2,3.5,3.5,0,11,8,5,4.7,21.6040931342862
-2,3.5,3.5,0,11,8,5,4.8,21.8997423651959
-2,3.5,3.5,0,11,8,5,4.9,22.1917856554018
-2,3.5,3.5,0,11,8,5,5,22.4803270288374
-2,3.5,3.5,0,11,8,5,5.1,22.7649493507222
-2,3.5,3.5,0,11,8,5,5.2,23.0461830947565
-2,3.5,3.5,0,11,8,5,5.3,23.3240945037406
-2,3.5,3.5,0,11,8,5,5.4,23.5986248685464
-2,3.5,3.5,0,11,8,5,5.5,23.8700066231613
-2,3.5,3.5,0,11,8,5,5.6,24.1383167183196
-2,3.5,3.5,0,11,8,5,5.7,24.4037704796441
-2,3.5,3.5,0,11,8,5,5.8,24.6665540576182
-2,3.5,3.5,0,11,8,5,5.9,24.9263620519176
-2,3.5,3.5,0,11,8,5,6,25.1830039013987
-2,3.5,3.5,0,11,8,5,6.1,25.4364091057824
-2,3.5,3.5,0,11,8,5,6.2,25.6863572223451
-2,3.5,3.5,0,11,8,5,6.3,25.932894409415
-2,3.5,3.5,0,11,8,5,6.4,26.1756166365602
-2,3.5,3.5,0,11,8,5,6.5,26.4142064026244
-2,3.5,3.5,0,11,8,5,6.6,26.648770889284
-2,3.5,3.5,0,11,8,5,6.7,26.8790800450291
-2,3.5,3.5,0,11,8,5,6.8,27.1048050470058
-2,3.5,3.5,0,11,8,5,6.9,27.326154487528
-2,3.5,3.5,0,11,8,5,7,27.543119800388
-2,3.5,3.5,0,11,8,5,7.1,27.7560579884171
-2,3.5,3.5,0,11,8,5,7.2,27.9650097863078
-2,3.5,3.5,0,11,8,5,7.3,28.169860612218
-2,3.5,3.5,0,11,8,5,7.4,28.3708092555358
-2,3.5,3.5,0,11,8,5,7.5,28.5679857443068
-2,3.5,3.5,0,11,8,5,7.6,28.7618589592813
-2,3.5,3.5,0,11,8,5,7.7,28.9526148427522
-2,3.5,3.5,0,11,8,5,7.8,29.1402530818187
-2,3.5,3.5,0,11,8,5,7.9,29.3252884842027
-2,3.5,3.5,0,11,8,5,8,29.5078571550074
-2,3.5,3.5,0,11,8,5,8.1,29.6883038211495
-2,3.5,3.5,0,11,8,5,8.2,29.8668427460098
-2,3.5,3.5,0,11,8,5,8.3,30.043837949238
-2,3.5,3.5,0,11,8,5,8.4,30.2195547821044
-2,3.5,3.5,0,11,8,5,8.5,30.3944588679313
-2,3.5,3.5,0,11,8,5,8.6,30.5691014435378
-2,3.5,3.5,0,11,8,5,8.7,30.7439068187484
-2,3.5,3.5,0,11,8,5,8.8,30.919090702656
-2,3.5,3.5,0,11,8,5,8.9,31.0954233359037
-2,3.5,3.5,0,11,8,5,9,31.2732657274591
-2,3.5,3.5,0,11,8,5,9.1,31.4529986795296
-2,3.5,3.5,0,11,8,5,9.2,31.6346448303083
-2,3.5,3.5,0,11,8,5,9.3,31.818576573587
-2,3.5,3.5,0,11,8,5,9.4,32.0050766715734
-2,3.5,3.5,0,11,8,5,9.5,32.1935661731995
-2,3.5,3.5,0,11,8,5,9.6,32.3837339702349
-2,3.5,3.5,0,11,8,5,9.7,32.5757465494956
-2,3.5,3.5,0,11,8,5,9.8,32.7695561825763
-2,3.5,3.5,0,11,8,5,9.9,32.9650731555565
-2,3.5,3.5,0,11,8,5,10,33.1619811733929
-2,3.5,3.5,0,11,8,5,10.1,33.3606791652914
-2,3.5,3.5,0,11,8,5,10.2,33.5614719640976
-2,3.5,3.5,0,11,8,5,10.3,33.7639403168273
-2,3.5,3.5,0,11,8,5,10.4,33.9686320497829
-2,3.5,3.5,0,11,8,5,10.5,34.1761854078936
-2,3.5,3.5,0,11,8,5,10.6,34.386599750845
2,3.5,3.5,0,11,8,5,0.6,3.03821955251344
2,3.5,3.5,0,11,8,5,0.7,3.08408870742047
2,3.5,3.5,0,11,8,5,0.8,3.21688846051748
2,3.5,3.5,0,11,8,5,0.9,3.44679845431123
2,3.5,3.5,0,11,8,5,1,3.76309132022875
2,3.5,3.5,0,11,8,5,1.1,4.11939644377075
2,3.5,3.5,0,11,8,5,1.2,4.50811848010161
2,3.5,3.5,0,11,8,5,1.3,4.94362315339945
2,3.5,3.5,0,11,8,5,1.4,5.4002062258865
2,3.5,3.5,0,11,8,5,1.5,5.89776439347483
2,3.5,3.5,0,11,8,5,1.6,6.41735943294697
2,3.5,3.5,0,11,8,5,1.7,6.95002831524822
2,3.5,3.5,0,11,8,5,1.8,7.49824492794887
2,3.5,3.5,0,11,8,5,1.9,8.03584767990028
2,3.5,3.5,0,11,8,5,2,8.58545111131811
2,3.5,3.5,0,11,8,5,2.1,9.12410141887001
2,3.5,3.5,0,11,8,5,2.2,9.64978172895975
2,3.5,3.5,0,11,8,5,2.3,10.1686653978948
2,3.5,3.5,0,11,8,5,2.4,10.6662259387197
2,3.5,3.5,0,11,8,5,2.5,11.1544663636352
2,3.5,3.5,0,11,8,5,2.6,11.6232841520829
2,3.5,3.5,0,11,8,5,2.7,12.0798249835088
2,3.5,3.5,0,11,8,5,2.8,12.5209727681109
2,3.5,3.5,0,11,8,5,2.9,12.9493653308481
2,3.5,3.5,0,11,8,5,3,13.3676403181264
2,3.5,3.5,0,11,8,5,3.1,13.7747174547727
2,3.5,3.5,0,11,8,5,3.2,14.1725811705333
2,3.5,3.5,0,11,8,5,3.3,14.563028473828
2,3.5,3.5,0,11,8,5,3.4,14.9437039783525
2,3.5,3.5,0,11,8,5,3.5,15.3179131046057
2,3.5,3.5,0,11,8,5,3.6,15.682727190559
2,3.5,3.5,0,11,8,5,3.7,16.040027094062
2,3.5,3.5,0,11,8,5,3.8,16.3891164501148
2,3.5,3.5,0,11,8,5,3.9,16.7295836609355
2,3.5,3.5,0,11,8,5,4,17.0623858575991
2,3.5,3.5,0,11,8,5,4.1,17.3875876657849
2,3.5,3.5,0,11,8,5,4.2,17.7048477056904
2,3.5,3.5,0,11,8,5,4.3,18.0136808062874
2,3.5,3.5,0,11,8,5,4.4,18.3139347768936
2,3.5,3.5,0,11,8,5,4.5,18.6053805030266
2,3.5,3.5,0,11,8,5,4.6,18.8877876659064
2,3.5,3.5,0,11,8,5,4.7,19.1609321206472
2,3.5,3.5,0,11,8,5,4.8,19.4252943931235
2,3.5,3.5,0,11,8,5,4.9,19.6806704537755
2,3.5,3.5,0,11,8,5,5,19.9269245595939
2,3.5,3.5,0,11,8,5,5.1,20.1640302138067
2,3.5,3.5,0,11,8,5,5.2,20.3919158974373
2,3.5,3.5,0,11,8,5,5.3,20.6111167995068
2,3.5,3.5,0,11,8,5,5.4,20.8221657306585
2,3.5,3.5,0,11,8,5,5.5,21.025264777057
2,3.5,3.5,0,11,8,5,5.6,21.2205215812075
2,3.5,3.5,0,11,8,5,5.7,21.4083060355993
2,3.5,3.5,0,11,8,5,5.8,21.5894062356545
2,3.5,3.5,0,11,8,5,5.9,21.7639758593248
2,3.5,3.5,0,11,8,5,6,21.9321866300365
2,3.5,3.5,0,11,8,5,6.1,22.0940675698188
2,3.5,3.5,0,11,8,5,6.2,22.2496411660077
2,3.5,3.5,0,11,8,5,6.3,22.3993295551553
2,3.5,3.5,0,11,8,5,6.4,22.5435916865787
2,3.5,3.5,0,11,8,5,6.5,22.6828813398029
2,3.5,3.5,0,11,8,5,6.6,22.8175847827032
2,3.5,3.5,0,11,8,5,6.7,22.948015288149
2,3.5,3.5,0,11,8,5,6.8,23.0746502148315
2,3.5,3.5,0,11,8,5,6.9,23.1981159958789
2,3.5,3.5,0,11,8,5,7,23.3193167774766
2,3.5,3.5,0,11,8,5,7.1,23.4391241034616
2,3.5,3.5,0,11,8,5,7.2,23.558018789811
2,3.5,3.5,0,11,8,5,7.3,23.6765292507406
2,3.5,3.5,0,11,8,5,7.4,23.7952666814981
2,3.5,3.5,0,11,8,5,7.5,23.9147343597114
2,3.5,3.5,0,11,8,5,7.6,24.0355882960101
2,3.5,3.5,0,11,8,5,7.7,24.1581244237397
2,3.5,3.5,0,11,8,5,7.8,24.2828248842445
2,3.5,3.5,0,11,8,5,7.9,24.4098467710103
2,3.5,3.5,0,11,8,5,8,24.5392450382051
2,3.5,3.5,0,11,8,5,8.1,24.6713253750705
2,3.5,3.5,0,11,8,5,8.2,24.8060823426277
2,3.5,3.5,0,11,8,5,8.3,24.9435703372448
2,3.5,3.5,0,11,8,5,8.4,25.0839019876641
2,3.5,3.5,0,11,8,5,8.5,25.2273540793035
2,3.5,3.5,0,11,8,5,8.6,25.3738387876831
2,3.5,3.5,0,11,8,5,8.7,25.5236197709082
2,3.5,3.5,0,11,8,5,8.8,25.6769032989232
2,3.5,3.5,0,11,8,5,8.9,25.833757437727
2,3.5,3.5,0,11,8,5,9,25.9942353592818
2,3.5,3.5,0,11,8,5,9.1,26.158335402453
2,3.5,3.5,0,11,8,5,9.2,26.3259477211477
2,3.5,3.5,0,11,8,5,9.3,26.4970022710984
2,3.5,3.5,0,11,8,5,9.4,26.6713832685857
2,3.5,3.5,0,11,8,5,9.5,26.8491366287804
2,3.5,3.5,0,11,8,5,9.6,27.0298598929687
2,3.5,3.5,0,11,8,5,9.7,27.2129510181521
2,3.5,3.5,0,11,8,5,9.8,27.3982130881499
2,3.5,3.5,0,11,8,5,9.9,27.5857068876318
2,3.5,3.5,0,11,8,5,10,27.7747702641627
2,3.5,3.5,0,11,8,5,10.1,27.9653586496738
2,3.5,3.5,0,11,8,5,10.2,28.1574014736426
2,3.5,3.5,0,11,8,5,10.3,28.3507586288057
2,3.5,3.5,0,11,8,5,10.4,28.5447017014782
2,3.5,3.5,0,11,8,5,10.5,28.7392151054268
2,3.5,3.5,0,11,8,5,10.6,28.9344105605286
-2,3.5,3.5,0,11,12,5,0.6,3.4599208685772
-2,3.5,3.5,0,11,12,5,0.7,3.44409909904858
-2,3.5,3.5,0,11,12,5,0.8,3.52441287169477
-2,3.5,3.5,0,11,12,5,0.9,3.7861197032121
-2,3.5,3.5,0,11,12,5,1,4.23265633069124
-2,3.5,3.5,0,11,12,5,1.1,4.71055750086983
-2,3.5,3.5,0,11,12,5,1.2,5.22408705563199
-2,3.5,3.5,0,11,12,5,1.3,5.79391327961438
-2,3.5,3.5,0,11,12,5,1.4,6.37450157301849
-2,3.5,3.5,0,11,12,5,1.5,7.00671316464311
-2,3.5,3.5,0,11,12,5,1.6,7.65322192702871
-2,3.5,3.5,0,11,12,5,1.7,8.30640405885324
-2,3.5,3.5,0,11,12,5,1.8,8.9698011835638
-2,3.5,3.5,0,11,12,5,1.9,9.60750700870737
-2,3.5,3.5,0,11,12,5,2,10.2491690544528
-2,3.5,3.5,0,11,12,5,2.1,10.8684803196569
-2,3.5,3.5,0,11,12,5,2.2,11.4620189052196
-2,3.5,3.5,0,11,12,5,2.3,12.0376367247143
-2,3.5,3.5,0,11,12,5,2.4,12.5817703439331
-2,3.5,3.5,0,11,12,5,2.5,13.1069361912208
-2,3.5,3.5,0,11,12,5,2.6,13.6043845781591
-2,3.5,3.5,0,11,12,5,2.7,14.083630756042
-2,3.5,3.5,0,11,12,5,2.8,14.5412552445044
-2,3.5,3.5,0,11,12,5,2.9,14.9817069921857
-2,3.5,3.5,0,11,12,5,3,15.4086833758989
-2,3.5,3.5,0,11,12,5,3.1,15.8206460083003
-2,3.5,3.5,0,11,12,5,3.2,16.2214944654165
-2,3.5,3.5,0,11,12,5,3.3,16.6117751971684
-2,3.5,3.5,0,11,12,5,3.4,16.9907386182481
-2,3.5,3.5,0,11,12,5,3.5,17.3615056714434
-2,3.5,3.5,0,11,12,5,3.6,17.7217655159994
-2,3.5,3.5,0,11,12,5,3.7,18.074154157572
-2,3.5,3.5,0,11,12,5,3.8,18.4197602896292
-2,3.5,3.5,0,11,12,5,3.9,18.7586960771989
-2,3.5,3.5,0,11,12,5,4,19.0912268782907
-2,3.5,3.5,0,11,12,5,4.1,19.4175827344436
-2,3.5,3.5,0,11,12,5,4.2,19.7381800512199
-2,3.5,3.5,0,11,12,5,4.3,20.053471901908
-2,3.5,3.5,0,11,12,5,4.4,20.3635238399145
-2,3.5,3.5,0,11,12,5,4.5,20.6683565728702
-2,3.5,3.5,0,11,12,5,4.6,20.9681668118655
-2,3.5,3.5,0,11,12,5,4.7,21.2638842161936
-2,3.5,3.5,0,11,12,5,4.8,21.5556933577901
-2,3.5,3.5,0,11,12,5,4.9,21.8433671720376
-2,3.5,3.5,0,11,12,5,5,22.1269713103945
-2,3.5,3.5,0,11,12,5,5.1,22.4064799196583
-2,3.5,3.5,0,11,12,5,5.2,22.6821322921485
-2,3.5,3.5,0,11,12,5,5.3,22.9541810094466
-2,3.5,3.5,0,11,12,5,5.4,23.2224668524238
-2,3.5,3.5,0,11,12,5,5.5,23.4870786945236
-2,3.5,3.5,0,11,12,5,5.6,23.7482863548192
-2,3.5,3.5,0,11,12,5,5.7,24.0062657075324
-2,3.5,3.5,0,11,12,5,5.8,24.2609635568176
-2,3.5,3.5,0,11,12,5,5.9,24.5121851177038
-2,3.5,3.5,0,11,12,5,6,24.7599114579161
-2,3.5,3.5,0,11,12,5,6.1,25.0038053751504
-2,3.5,3.5,0,11,12,5,6.2,25.2437296352053
-2,3.5,3.5,0,11,12,5,6.3,25.4794769073966
-2,3.5,3.5,0,11,12,5,6.4,25.7110341866815
-2,3.5,3.5,0,11,12,5,6.5,25.9381783244226
-2,3.5,3.5,0,11,12,5,6.6,26.1607765665634
-2,3.5,3.5,0,11,12,5,6.7,26.3789683830532
-2,3.5,3.5,0,11,12,5,6.8,26.5921938173533
-2,3.5,3.5,0,11,12,5,6.9,26.8006099560631
-2,3.5,3.5,0,11,12,5,7,27.004429055722
-2,3.5,3.5,0,11,12,5,7.1,27.2034915616979
-2,3.5,3.5,0,11,12,5,7.2,27.3980316257457
-2,3.5,3.5,0,11,12,5,7.3,27.5882156341783
-2,3.5,3.5,0,11,12,5,7.4,27.7742344785687
-2,3.5,3.5,0,11,12,5,7.5,27.9562600383051
-2,3.5,3.5,0,11,12,5,7.6,28.1344856976882
-2,3.5,3.5,0,11,12,5,7.7,28.3091117567568
-2,3.5,3.5,0,11,12,5,7.8,28.4884777021912
-2,3.5,3.5,0,11,12,5,7.9,28.6652632693174
-2,3.5,3.5,0,11,12,5,8,28.8396394855892
-2,3.5,3.5,0,11,12,5,8.1,29.0118425166757
-2,3.5,3.5,0,11,12,5,8.2,29.1820107033162
-2,3.5,3.5,0,11,12,5,8.3,29.3505327208128
-2,3.5,3.5,0,11,12,5,8.4,29.5177704547948
-2,3.5,3.5,0,11,12,5,8.5,29.6844221196504
-2,3.5,3.5,0,11,12,5,8.6,29.8509060988492
-2,3.5,3.5,0,11,12,5,8.7,30.0176701568749
-2,3.5,3.5,0,11,12,5,8.8,30.1852130395524
-2,3.5,3.5,0,11,12,5,8.9,30.3537126100584
-2,3.5,3.5,0,11,12,5,9,30.5235444498369
-2,3.5,3.5,0,11,12,5,9.1,30.6954226782626
-2,3.5,3.5,0,11,12,5,9.2,30.8696620161881
-2,3.5,3.5,0,11,12,5,9.3,31.0462631062336
-2,3.5,3.5,0,11,12,5,9.4,31.2251953713372
-2,3.5,3.5,0,11,12,5,9.5,31.4066010580592
-2,3.5,3.5,0,11,12,5,9.6,31.5899463990416
-2,3.5,3.5,0,11,12,5,9.7,31.7752752663619
-2,3.5,3.5,0,11,12,5,9.8,31.9624298959204
-2,3.5,3.5,0,11,12,5,9.9,32.1513547743349
-2,3.5,3.5,0,11,12,5,10,32.3421963216628
-2,3.5,3.5,0,11,12,5,10.1,32.5354271363375
-2,3.5,3.5,0,11,12,5,10.2,32.7308479788807
-2,3.5,3.5,0,11,12,5,10.3,32.9282758975189
-2,3.5,3.5,0,11,12,5,10.4,33.1283613724461
-2,3.5,3.5,0,11,12,5,10.5,33.3317281568414
-2,3.5,3.5,0,11,12,5,10.6,33.5379338614728
2,3.5,3.5,0,9,8,15,0.6,3.47570984122194
2,3.5,3.5,0,9,8,15,0.7,3.09272574126695
2,3.5,3.5,0,9,8,15,0.8,2.7010682216034
2,3.5,3.5,0,9,8,15,0.9,2.34032424001624
2,3.5,3.5,0,9,8,15,1,2.03745720326717
2,3.5,3.5,0,9,8,15,1.1,1.78292769075196
2,3.5,3.5,0,9,8,15,1.2,1.59424638093811
2,3.5,3.5,0,9,8,15,1.3,1.47130420438871
2,3.5,3.5,0,9,8,15,1.4,1.41196672710682
2,3.5,3.5,0,9,8,15,1.5,1.42476044318199
2,3.5,3.5,0,9,8,15,1.6,1.50513882582222
2,3.5,3.5,0,9,8,15,1.7,1.65447675919062
2,3.5,3.5,0,9,8,15,1.8,1.87381408900628
2,3.5,3.5,0,9,8,15,1.9,2.15896794182308
2,3.5,3.5,0,9,8,15,2,2.51409782055531
2,3.5,3.5,0,9,8,15,2.1,2.9345060924786
2,3.5,3.5,0,9,8,15,2.2,3.41847980842479
2,3.5,3.5,0,9,8,15,2.3,3.96816228808501
2,3.5,3.5,0,9,8,15,2.4,4.57894291970157
2,3.5,3.5,0,9,8,15,2.5,5.25236897216807
2,3.5,3.5,0,9,8,15,2.6,5.98450343285589
2,3.5,3.5,0,9,8,15,2.7,6.77517623422141
2,3.5,3.5,0,9,8,15,2.8,7.62126732479474
2,3.5,3.5,0,9,8,15,2.9,8.52094969219088
2,3.5,3.5,0,9,8,15,3,9.46980910132838
2,3.5,3.5,0,9,8,15,3.1,10.4625065982388
2,3.5,3.5,0,9,8,15,3.2,11.4928617623327
2,3.5,3.5,0,9,8,15,3.3,12.5538284984592
2,3.5,3.5,0,9,8,15,3.4,13.635794334208
2,3.5,3.5,0,9,8,15,3.5,14.7303923713028
2,3.5,3.5,0,9,8,15,3.6,15.8264857876175
2,3.5,3.5,0,9,8,15,3.7,16.9135608757145
2,3.5,3.5,0,9,8,15,3.8,17.9811647891023
2,3.5,3.5,0,9,8,15,3.9,19.019240396748
2,3.5,3.5,0,9,8,15,4,20.0210919400431
2,3.5,3.5,0,9,8,15,4.1,20.9808234073573
2,3.5,3.5,0,9,8,15,4.2,21.8919040473578
2,3.5,3.5,0,9,8,15,4.3,22.7507390772142
2,3.5,3.5,0,9,8,15,4.4,23.5558072747346
2,3.5,3.5,0,9,8,15,4.5,24.306066298512
2,3.5,3.5,0,9,8,15,4.6,25.0016996644208
2,3.5,3.5,0,9,8,15,4.7,25.6451407775495
2,3.5,3.5,0,9,8,15,4.8,26.2394119942225
2,3.5,3.5,0,9,8,15,4.9,26.7882309874564
2,3.5,3.5,0,9,8,15,5,27.2957397235861
2,3.5,3.5,0,9,8,15,5.1,27.7657309262423
2,3.5,3.5,0,9,8,15,5.2,28.2025101566494
2,3.5,3.5,0,9,8,15,5.3,28.6113801678432
2,3.5,3.5,0,9,8,15,5.4,28.9968597085786
2,3.5,3.5,0,9,8,15,5.5,29.3645028922134
2,3.5,3.5,0,9,8,15,5.6,29.7178277184489
2,3.5,3.5,0,9,8,15,5.7,30.0605784771212
2,3.5,3.5,0,9,8,15,5.8,30.3970950354772
2,3.5,3.5,0,9,8,15,5.9,30.7301227480129
2,3.5,3.5,0,9,8,15,6,31.0607376711918
2,3.5,3.5,0,9,8,15,6.1,31.3903084855148
2,3.5,3.5,0,9,8,15,6.2,31.7201846529418
2,3.5,3.5,0,9,8,15,6.3,32.0509496697732
2,3.5,3.5,0,9,8,15,6.4,32.383251236599
2,3.5,3.5,0,9,8,15,6.5,32.7174982894364
2,3.5,3.5,0,9,8,15,6.6,33.0541355667679
2,3.5,3.5,0,9,8,15,6.7,33.3940571689039
2,3.5,3.5,0,9,8,15,6.8,33.7384233148762
2,3.5,3.5,0,9,8,15,6.9,34.0885631532629
2,3.5,3.5,0,9,8,15,7,34.4462164357865
2,3.5,3.5,0,9,8,15,7.1,34.8135248647351
2,3.5,3.5,0,9,8,15,7.2,35.191933990099
2,3.5,3.5,0,9,8,15,7.3,35.5830359738827
2,3.5,3.5,0,9,8,15,7.4,35.98980525974
2,3.5,3.5,0,9,8,15,7.5,36.4135653793012
2,3.5,3.5,0,9,8,15,7.6,36.8556275509766
2,3.5,3.5,0,9,8,15,7.7,37.3176765277256
2,3.5,3.5,0,9,8,15,7.8,37.8008184484834
2,3.5,3.5,0,9,8,15,7.9,38.306130093331
2,3.5,3.5,0,9,8,15,8,38.833728821461
2,3.5,3.5,0,9,8,15,8.1,39.3833142839312
2,3.5,3.5,0,9,8,15,8.2,39.9539860192914
2,3.5,3.5,0,9,8,15,8.3,40.5440434382311
2,3.5,3.5,0,9,8,15,8.4,41.1512644582655
2,3.5,3.5,0,9,8,15,8.5,41.7723244343679
2,3.5,3.5,0,9,8,15,8.6,42.402344017083
2,3.5,3.5,0,9,8,15,8.7,43.0354674403157
2,3.5,3.5,0,9,8,15,8.8,43.6652209651212
2,3.5,3.5,0,9,8,15,8.9,44.2842198106331
2,3.5,3.5,0,9,8,15,9,44.8850497961447
2,3.5,3.5,0,9,8,15,9.1,45.4592188612488
2,3.5,3.5,0,9,8,15,9.2,45.9970304649874
2,3.5,3.5,0,9,8,15,9.3,46.4905850177684
2,3.5,3.5,0,9,8,15,9.4,46.932058628448
2,3.5,3.5,0,9,8,15,9.5,47.3144237805461
2,3.5,3.5,0,9,8,15,9.6,47.6333419369591
2,3.5,3.5,0,9,8,15,9.7,47.8859212137599
2,3.5,3.5,0,9,8,15,9.8,48.0695898003283
2,3.5,3.5,0,9,8,15,9.9,48.1867155367947
2,3.5,3.5,0,9,8,15,10,48.2424214560155
2,3.5,3.5,0,9,8,15,10.1,48.2440417591628
2,3.5,3.5,0,9,8,15,10.2,48.2006876427996
2,3.5,3.5,0,9,8,15,10.3,48.1245817631449
2,3.5,3.5,0,9,8,15,10.4,48.0263136400171
2,3.5,3.5,0,9,8,15,10.5,47.915048187469
2,3.5,3.5,0,9,8,15,10.6,47.8018649592922
2,3.5,3.5,0,9,12,15,0.6,3.28280754296694
2,3.5,3.5,0,9,12,15,0.7,2.93280245341268
2,3.5,3.5,0,9,12,15,0.8,2.57236761426884
2,3.5,3.5,0,9,12,15,0.9,2.23920897633812
2,3.5,3.5,0,9,12,15,1,1.95887640915586
2,3.5,3.5,0,9,12,15,1.1,1.72178187017911
2,3.5,3.5,0,9,12,15,1.2,1.54452229472467
2,3.5,3.5,0,9,12,15,1.3,1.42708926930626
2,3.5,3.5,0,9,12,15,1.4,1.36750931434445
2,3.5,3.5,0,9,12,15,1.5,1.37344182359472
2,3.5,3.5,0,9,12,15,1.6,1.44020720018894
2,3.5,3.5,0,9,12,15,1.7,1.56912674003265
2,3.5,3.5,0,9,12,15,1.8,1.76037261124097
2,3.5,3.5,0,9,12,15,1.9,2.0099477503034
2,3.5,3.5,0,9,12,15,2,2.32113729563104
2,3.5,3.5,0,9,12,15,2.1,2.68915251042951
2,3.5,3.5,0,9,12,15,2.2,3.11201940431437
2,3.5,3.5,0,9,12,15,2.3,3.59110293061678
2,3.5,3.5,0,9,12,15,2.4,4.12213949880708
